ID,카테고리,아이템,원본 크기 XYZ(m),조정 크기 XYZ(m),축소 배율,비고,프리팹,원본 에셋,패키지
household_9e3de3ca83,생활용품,선인장 화분,0.578 × 1.929 × 0.578,0.325 × 1.085 × 0.325,0.5624688863754272,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_9e3de3ca83.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot1 & Cactus.prefab,Low Poly Interior Flower Pots
household_18405a29e2,생활용품,인테리어 화분 1,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_18405a29e2.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot1.prefab,Low Poly Interior Flower Pots
household_1f65f42023,생활용품,인테리어 화분 2,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_1f65f42023.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot2.prefab,Low Poly Interior Flower Pots
household_72e8a78f9c,생활용품,인테리어 화분 3,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_72e8a78f9c.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot3.prefab,Low Poly Interior Flower Pots
household_bf1a214143,생활용품,인테리어 화분 4,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_bf1a214143.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot4.prefab,Low Poly Interior Flower Pots
household_a795ce75f0,생활용품,인테리어 화분 5,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_a795ce75f0.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot5.prefab,Low Poly Interior Flower Pots
household_69b0ae4309,생활용품,인테리어 화분 6,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_69b0ae4309.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot6.prefab,Low Poly Interior Flower Pots
household_d62fdc4ab4,생활용품,인테리어 화분 7,1.139 × 0.937 × 1.134,0.395 × 0.325 × 0.393,0.34652334451675415,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_d62fdc4ab4.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Pot7.prefab,Low Poly Interior Flower Pots
household_cb6123e8dd,생활용품,테이프,0.046 × 0.013 × 0.048,0.046 × 0.013 × 0.048,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_cb6123e8dd.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Adhesive Tape.prefab,Low Poly Stylized Bathroom Props
household_7db232db47,생활용품,반창고,0.008 × 0.000 × 0.025,0.008 × 0.000 × 0.025,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_7db232db47.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/AdhesiveBandage.prefab,Low Poly Stylized Bathroom Props
household_f598eb7607,생활용품,방향제,0.035 × 0.064 × 0.036,0.035 × 0.064 × 0.036,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f598eb7607.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Airfreshener.prefab,Low Poly Stylized Bathroom Props
household_ca9d889ba9,생활용품,붕대,0.051 × 0.051 × 0.051,0.051 × 0.051 × 0.051,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_ca9d889ba9.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Bandage Roll.prefab,Low Poly Stylized Bathroom Props
household_204de6857f,생활용품,바구니,0.350 × 0.093 × 0.177,0.350 × 0.093 × 0.177,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_204de6857f.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Basket.prefab,Low Poly Stylized Bathroom Props
household_f901ad5c47,생활용품,실핀,0.005 × 0.001 × 0.048,0.005 × 0.001 × 0.048,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f901ad5c47.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Bobbypin.prefab,Low Poly Stylized Bathroom Props
household_9881c5c43b,생활용품,병 1,0.056 × 0.164 × 0.057,0.056 × 0.164 × 0.057,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_9881c5c43b.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Bottle1.prefab,Low Poly Stylized Bathroom Props
household_89f3c6d3c9,생활용품,병 2,0.044 × 0.130 × 0.046,0.044 × 0.130 × 0.046,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_89f3c6d3c9.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Bottle2.prefab,Low Poly Stylized Bathroom Props
household_f89d1ee5b9,생활용품,병 3,0.069 × 0.164 × 0.045,0.069 × 0.164 × 0.045,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f89d1ee5b9.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Bottle3.prefab,Low Poly Stylized Bathroom Props
household_d6e21ff5ce,생활용품,빨래집게,0.075 × 0.012 × 0.009,0.075 × 0.012 × 0.009,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_d6e21ff5ce.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Clothes pin.prefab,Low Poly Stylized Bathroom Props
household_15d4d18e82,생활용품,면봉,0.005 × 0.005 × 0.075,0.005 × 0.005 × 0.075,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_15d4d18e82.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Cotton Swab.prefab,Low Poly Stylized Bathroom Props
household_d417da86ab,생활용품,헤어롤,0.027 × 0.040 × 0.271,0.027 × 0.040 × 0.271,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_d417da86ab.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Hair Curler.prefab,Low Poly Stylized Bathroom Props
household_f05c88d061,생활용품,드라이어,0.193 × 0.222 × 0.088,0.193 × 0.222 × 0.088,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f05c88d061.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/HairDryer.prefab,Low Poly Stylized Bathroom Props
household_34ac53ea84,생활용품,헤어제품,0.089 × 0.079 × 0.091,0.089 × 0.079 × 0.091,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_34ac53ea84.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/HairGrease.prefab,Low Poly Stylized Bathroom Props
household_cdce725984,생활용품,손거울,0.122 × 0.017 × 0.225,0.122 × 0.017 × 0.225,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_cdce725984.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Hand Mirror.prefab,Low Poly Stylized Bathroom Props
household_156fe0ba0b,생활용품,고무장갑,0.112 × 0.007 × 0.207,0.112 × 0.007 × 0.207,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_156fe0ba0b.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Latex Gloves.prefab,Low Poly Stylized Bathroom Props
household_7ad4eafba8,생활용품,의료용가위,0.059 × 0.005 × 0.156,0.059 × 0.005 × 0.156,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_7ad4eafba8.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Medical Scissors.prefab,Low Poly Stylized Bathroom Props
household_066e38a6ff,생활용품,손톱깎이,0.072 × 0.046 × 0.008,0.072 × 0.046 × 0.008,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_066e38a6ff.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/NailClippers.prefab,Low Poly Stylized Bathroom Props
household_072b375834,생활용품,면도기,0.101 × 0.022 × 0.036,0.101 × 0.022 × 0.036,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_072b375834.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Razor.prefab,Low Poly Stylized Bathroom Props
household_957b15eb7c,생활용품,고무오리,0.107 × 0.096 × 0.071,0.107 × 0.096 × 0.071,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_957b15eb7c.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/RubberDuck.prefab,Low Poly Stylized Bathroom Props
household_ccdc8322c2,생활용품,비누,0.087 × 0.033 × 0.053,0.087 × 0.033 × 0.053,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_ccdc8322c2.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Soap.prefab,Low Poly Stylized Bathroom Props
household_72a8585903,생활용품,비누통,0.107 × 0.037 × 0.062,0.107 × 0.037 × 0.062,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_72a8585903.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Soapbox.prefab,Low Poly Stylized Bathroom Props
household_4a8e69ba9e,생활용품,분무기,0.030 × 0.104 × 0.031,0.030 × 0.104 × 0.031,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_4a8e69ba9e.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/SprayBottle.prefab,Low Poly Stylized Bathroom Props
household_16137d462d,생활용품,티슈,0.116 × 0.131 × 0.222,0.116 × 0.131 × 0.222,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_16137d462d.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Tissue Box.prefab,Low Poly Stylized Bathroom Props
household_9d3dcf28b5,생활용품,핀셋,0.013 × 0.002 × 0.088,0.013 × 0.002 × 0.088,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_9d3dcf28b5.prefab,Assets/ItemSources/Low_Poly_Stylized_Bathroom_Props/CrowAssets/Assets/Stylized Bathroom Set/URP/Prefabs/Tweezers.prefab,Low Poly Stylized Bathroom Props
household_992a868dab,생활용품,병 1,0.174 × 0.289 × 0.174,0.174 × 0.289 × 0.174,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_992a868dab.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/Bottle1.prefab,RPG Food Props DEMO
household_b1b98c6d29,생활용품,병 2,0.116 × 0.289 × 0.110,0.116 × 0.289 × 0.110,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_b1b98c6d29.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/Bottle2.prefab,RPG Food Props DEMO
household_e5988bb567,생활용품,접시,0.354 × 0.037 × 0.354,0.354 × 0.037 × 0.354,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_e5988bb567.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/Plate.prefab,RPG Food Props DEMO
household_7b6c771b37,생활용품,야구방망이 001,0.098 × 1.115 × 0.098,0.095 × 1.085 × 0.095,0.972790002822876,스포츠용품,Assets/_Game/Content/ItemCollection/Prefabs/household/household_7b6c771b37.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/baseball_bat_001.prefab,Weapons FREE - Low Poly 3D Models Pack
household_5a12341dd6,생활용품,하키스틱 001,0.075 × 1.262 × 0.423,0.065 × 1.085 × 0.363,0.85933518409729,스포츠용품,Assets/_Game/Content/ItemCollection/Prefabs/household/household_5a12341dd6.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/hockey_stick_001.prefab,Weapons FREE - Low Poly 3D Models Pack
tools_58256b3aaf,공구·작업용품,쇠지렛대,0.167 × 0.561 × 0.028,0.167 × 0.561 × 0.028,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_58256b3aaf.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Crowbar.prefab,Low Poly Basic Items Pack - Household Items
tools_620e5958e0,공구·작업용품,손전등,0.085 × 0.294 × 0.085,0.085 × 0.294 × 0.085,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_620e5958e0.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Flashlight.prefab,Low Poly Basic Items Pack - Household Items
tools_e4ff06e4d3,공구·작업용품,연료통,0.563 × 0.809 × 0.228,0.427 × 0.614 × 0.173,0.7590876817703247,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_e4ff06e4d3.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/GasCan.prefab,Low Poly Basic Items Pack - Household Items
tools_2ec1e195ff,공구·작업용품,망치,0.202 × 0.392 × 0.068,0.202 × 0.392 × 0.068,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_2ec1e195ff.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Hammer.prefab,Low Poly Basic Items Pack - Household Items
tools_ec4a6a4fad,공구·작업용품,망치 2,0.202 × 0.392 × 0.068,0.202 × 0.392 × 0.068,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_ec4a6a4fad.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Hammer2.prefab,Low Poly Basic Items Pack - Household Items
tools_b2e0f6c6e2,공구·작업용품,손도끼,0.190 × 0.506 × 0.055,0.190 × 0.506 × 0.055,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_b2e0f6c6e2.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Hatchet.prefab,Low Poly Basic Items Pack - Household Items
tools_5b356b6e60,공구·작업용품,손도끼 2,0.190 × 0.506 × 0.055,0.190 × 0.506 × 0.055,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_5b356b6e60.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Hatchet2.prefab,Low Poly Basic Items Pack - Household Items
tools_8e5535135f,공구·작업용품,톱,0.637 × 0.183 × 0.027,0.427 × 0.123 × 0.018,0.6705614924430847,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_8e5535135f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Saw.prefab,Low Poly Basic Items Pack - Household Items
tools_2a6dab02c5,공구·작업용품,드라이버 Blue,0.050 × 0.353 × 0.050,0.050 × 0.353 × 0.050,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_2a6dab02c5.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ScrewDriverBlue.prefab,Low Poly Basic Items Pack - Household Items
tools_3810e26326,공구·작업용품,드라이버 Red,0.050 × 0.353 × 0.050,0.050 × 0.353 × 0.050,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_3810e26326.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ScrewDriverRed.prefab,Low Poly Basic Items Pack - Household Items
tools_3695a1c260,공구·작업용품,삽,0.229 × 0.930 × 0.071,0.229 × 0.930 × 0.071,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_3695a1c260.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Shovel.prefab,Low Poly Basic Items Pack - Household Items
tools_9da04c23bd,공구·작업용품,대형망치,0.227 × 0.852 × 0.109,0.227 × 0.852 × 0.109,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_9da04c23bd.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/SledgeHammer.prefab,Low Poly Basic Items Pack - Household Items
tools_023b2b62a2,공구·작업용품,대형망치 2,0.227 × 0.852 × 0.109,0.227 × 0.852 × 0.109,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_023b2b62a2.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/SledgeHammer2.prefab,Low Poly Basic Items Pack - Household Items
tools_4f0817e5c1,공구·작업용품,줄자,0.063 × 0.097 × 0.137,0.063 × 0.097 × 0.137,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_4f0817e5c1.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/TapeMeasurer.prefab,Low Poly Basic Items Pack - Household Items
tools_253b2ea48f,공구·작업용품,공구함 Blue,0.697 × 0.403 × 0.380,0.427 × 0.247 × 0.233,0.6132529973983765,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_253b2ea48f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ToolboxBlue.prefab,Low Poly Basic Items Pack - Household Items
tools_fc25ea3696,공구·작업용품,공구함 Red,0.697 × 0.403 × 0.380,0.427 × 0.247 × 0.233,0.6132529973983765,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_fc25ea3696.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ToolboxRed.prefab,Low Poly Basic Items Pack - Household Items
tools_0ca8883125,공구·작업용품,렌치,0.078 × 0.296 × 0.025,0.078 × 0.296 × 0.025,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_0ca8883125.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Wrench.prefab,Low Poly Basic Items Pack - Household Items
tools_7dcd378b87,공구·작업용품,도끼 001,0.100 × 1.149 × 0.480,0.082 × 0.941 × 0.393,0.8185518980026245,손도끼 형태 변형,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_7dcd378b87.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/axe_001.prefab,Weapons FREE - Low Poly 3D Models Pack
tools_5d179b2acd,공구·작업용품,창고 가스통,0.380 × 0.725 × 0.384,0.380 × 0.725 × 0.384,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_5d179b2acd.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_GasCylinder.prefab,Existing Basement Workshop
tools_eecfe50494,공구·작업용품,창고 사다리,0.889 × 1.621 × 0.403,0.427 × 0.779 × 0.194,0.48062998056411743,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_eecfe50494.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Ladder.prefab,Existing Basement Workshop
tools_8de0a3247c,공구·작업용품,창고 작업용콘,0.407 × 0.601 × 0.407,0.393 × 0.580 × 0.393,0.9651329517364502,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_8de0a3247c.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_RoadCone.prefab,Existing Basement Workshop
tools_131b4ebce3,공구·작업용품,창고 전동드릴,0.106 × 0.319 × 0.325,0.106 × 0.319 × 0.325,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_131b4ebce3.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_CordlessDrill.prefab,Existing Basement Workshop
tools_188ff786c3,공구·작업용품,창고 손전등,0.191 × 0.218 × 0.259,0.191 × 0.218 × 0.259,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_188ff786c3.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_Flashlight.prefab,Existing Basement Workshop
tools_844d145285,공구·작업용품,창고 망치,0.163 × 0.033 × 0.294,0.163 × 0.033 × 0.294,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_844d145285.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_Hammer.prefab,Existing Basement Workshop
tools_399eb85820,공구·작업용품,창고 줄자,0.066 × 0.129 × 0.345,0.066 × 0.129 × 0.345,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_399eb85820.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_MeasuringTape.prefab,Existing Basement Workshop
tools_f09c25645e,공구·작업용품,창고 나사,0.105 × 0.044 × 0.044,0.105 × 0.044 × 0.044,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_f09c25645e.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_Screw.prefab,Existing Basement Workshop
tools_4075fdcb18,공구·작업용품,창고 수평계,0.046 × 0.105 × 1.160,0.016 × 0.036 × 0.393,0.3388911187648773,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_4075fdcb18.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_SpiritLevel.prefab,Existing Basement Workshop
tools_5564f300dd,공구·작업용품,창고 바이스,0.518 × 0.227 × 0.281,0.427 × 0.187 × 0.232,0.8239715695381165,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_5564f300dd.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_Vise.prefab,Existing Basement Workshop
tools_e85e1d16cc,공구·작업용품,창고 십자렌치,0.509 × 0.049 × 0.509,0.393 × 0.038 × 0.393,0.7722743153572083,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_e85e1d16cc.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_WheelWrench.prefab,Existing Basement Workshop
tools_5a3d27dd28,공구·작업용품,창고 렌치 A,0.077 × 0.040 × 0.381,0.077 × 0.040 × 0.381,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_5a3d27dd28.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_Wrench1.prefab,Existing Basement Workshop
tools_45efaa7726,공구·작업용품,창고 렌치 B,0.110 × 0.031 × 0.366,0.110 × 0.031 × 0.366,1.0,기존 프로젝트 에셋으로 보충,Assets/_Game/Content/ItemCollection/Prefabs/tools/tools_45efaa7726.prefab,Assets/PolyWorkshop_BasementWorkshop/Props/Prefabs/Basement_Tools_Wrench2.prefab,Existing Basement Workshop
modern_969620d623,총기·폭발물,AK74소총,0.053 × 0.233 × 0.771,0.027 × 0.119 × 0.393,0.5099396109580994,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_969620d623.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/AK74.prefab,Low Poly Weapons VOL1
modern_4bb57ddef1,총기·폭발물,베넬리산탄총,0.055 × 0.192 × 0.977,0.022 × 0.077 × 0.393,0.40245622396469116,원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/modern/modern_4bb57ddef1.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/Bennelli_M4.prefab,Low Poly Weapons VOL1
